,ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NoPaidPerc,NewLoanApplication,PredNoPago,error,nopago_presta
517,10518,508,0.0749217234274033,77249,43,6,8,12700,5,24,Rent,High School,Widowed,26,0.0,177800.0,0.004704289,-0.004704289138317108,0.0
518,10519,400,0.7341341798508386,80454,41,5,8,7539,0,5,Own,Masters,Widowed,14,0.15209627,37695.0,0.15385972,-0.0017634496340560857,0.20628604912494017
519,10520,394,0.9984248043708424,198561,53,7,3,5111,9,0,Rent,Masters,Widowed,19,0.15005268,51110.0,0.15566237,-0.005609692708320624,0.2030250321867006
520,10521,346,0.5699676778494611,140858,42,2,10,18564,8,0,Rent,Masters,Widowed,2,0.0,315588.0,0.0072837113,-0.007283711340278387,0.0
521,10522,512,0.5385383751378383,190159,29,7,4,18974,9,11,Own,Masters,Single,4,0.16032788,189740.0,0.15963978,0.0006881042469787657,0.21958221263795194
522,10523,638,0.0239578485347302,150754,47,6,5,9509,18,9,Rent,PhD,Widowed,18,0.15705188,76072.0,0.16457887,-0.007526989938850398,0.21425952287550037
523,10524,482,0.0029833085295419,188934,27,0,3,18186,11,10,Mortgage,High School,Widowed,8,0.15575632,254604.0,0.16775556,-0.011999239086799618,0.21216595663470053
524,10525,828,0.4005391270726717,72599,47,8,4,9229,9,24,Rent,Masters,Widowed,23,0.0,184580.0,0.0059830863,-0.0059830863028764725,0.0
525,10526,559,0.5811592951550808,50475,32,4,7,5716,10,13,Mortgage,High School,Widowed,11,0.15944098,22864.0,0.14924923,0.010191754145126353,0.2181371237917357
526,10527,830,0.0059210069550881,138881,69,9,7,16661,16,0,Rent,Masters,Widowed,7,0.0,216593.0,0.0024969857,-0.0024969857186079025,0.0
527,10528,841,0.9142335248220712,195700,47,6,0,9029,19,13,Rent,PhD,Widowed,12,0.16823223,198638.0,0.16594191,0.0022903210444259747,0.23259745265195822
528,10529,748,0.6566794486081912,106575,52,9,16,9168,1,17,Rent,High School,Widowed,6,0.0,165024.0,0.0052996953,-0.005299695301800966,0.0
529,10530,438,0.4300923511624034,95260,48,7,5,11358,8,10,Mortgage,Masters,Widowed,20,0.0,215802.0,0.008517276,-0.00851727556437254,0.0
530,10531,457,0.2514426894088869,33195,22,8,15,11980,19,21,Mortgage,Masters,Widowed,13,0.1504869,251580.0,0.16127676,-0.010789857717132562,0.2037166172010766
531,10532,430,0.3158641945913071,66071,54,6,13,14576,1,1,Mortgage,Bachelor,Widowed,8,0.1641268,116608.0,0.15500802,0.009118781983184804,0.2258067611211843
532,10533,816,0.1381488608216394,46212,53,2,14,1904,12,1,Rent,PhD,Widowed,2,0.16587347,34272.0,0.0954407,0.07043276934978485,0.22868771539972468
533,10534,703,0.5038858155428152,32008,51,8,5,9428,14,7,Mortgage,High School,Divorced,4,0.16695271,188560.0,0.16474694,0.0022057698640441936,0.230473850410101
534,10535,821,0.3228883985638644,120542,31,5,5,9270,0,10,Mortgage,High School,Widowed,2,0.0,101970.0,0.0024505535,-0.0024505534674972296,0.0
535,10536,776,0.2020625843857598,133893,30,8,13,1002,1,1,Own,PhD,Widowed,8,0.0,19038.0,0.0062675523,-0.006267552264034748,0.0
536,10537,443,0.4556989580406669,165866,27,7,4,12699,11,15,Mortgage,Masters,Widowed,1,0.0,279378.0,0.017939307,-0.017939306795597076,0.0
537,10538,623,0.0911494364382414,145853,69,6,17,16284,15,8,Rent,Masters,Divorced,4,0.1641814,211692.0,0.1687642,-0.0045828037868499705,0.22589663594468948
538,10539,790,0.6852299357703203,57341,39,8,10,5575,17,3,Mortgage,Masters,Widowed,23,0.15493433,50175.0,0.15108219,0.0038521421089935393,0.21084098647623453
539,10540,831,0.5300079773488741,151557,51,5,2,11612,12,0,Mortgage,Masters,Single,5,0.155129,209016.0,0.15096205,0.004166945270538319,0.21115454311960052
540,10541,500,0.2729408831857849,74560,45,6,10,19986,5,0,Mortgage,Masters,Widowed,27,0.0,139902.0,0.0028171893,-0.002817189320921898,0.0
541,10542,610,0.0316418357069847,149486,80,7,18,19506,2,23,Mortgage,PhD,Widowed,20,0.15317394,312096.0,0.14091356,0.012260379013481149,0.2080120573993673
542,10543,846,0.5172984919580395,73297,21,7,1,14699,15,28,Rent,High School,Widowed,5,0.0,29398.0,0.033547085,-0.03354708477854729,0.0
543,10544,629,0.000978905216039,157295,64,3,19,18559,13,19,Rent,Bachelor,Widowed,28,0.0,111354.0,0.020301798,-0.02030179835855961,0.0
544,10545,756,0.3441805276151312,191206,54,5,3,11030,11,25,Own,High School,Widowed,1,0.15833984,220600.0,0.17020757,-0.011867734963569632,0.2163471964741683
545,10546,602,0.1057612448196352,162760,19,3,11,17062,10,16,Rent,High School,Widowed,14,0.0,358302.0,0.0034138865,-0.0034138865303248167,0.0
546,10547,835,0.5114538931771041,94494,87,9,7,1507,11,16,Mortgage,Masters,Widowed,3,0.15231897,31647.0,0.16137083,-0.00905185874774933,0.20664236817945555
547,10548,723,0.3342295505632138,45244,73,1,12,7180,11,2,Mortgage,Masters,Widowed,26,0.16763502,150780.0,0.14363997,0.023995053154487606,0.2316054587015421
548,10549,801,0.4663012547905222,162334,60,9,2,17119,5,3,Rent,Masters,Widowed,3,0.0,85595.0,0.0025478294,-0.0025478294119238853,0.0
549,10550,700,0.3049420887715691,192942,57,5,6,19318,9,4,Own,Bachelor,Widowed,17,0.16422427,289770.0,0.17827137,-0.014047098145942682,0.22596721072529843
550,10551,707,0.6143429452743533,67763,87,8,13,10834,12,18,Mortgage,High School,Widowed,4,0.15521118,216680.0,0.15765023,-0.0024390523150634724,0.21128695453142946
551,10552,343,0.1823343003789693,81696,73,1,5,4275,6,7,Rent,High School,Widowed,12,0.0,21375.0,0.0032120596,-0.0032120596151798964,0.0
552,10553,799,0.5880413950416942,111170,21,8,2,13792,0,2,Rent,High School,Single,5,0.1695445,179296.0,0.16284722,0.006697279102325426,0.23478220687321594
553,10554,671,0.7247466443598227,123890,38,8,5,9637,9,10,Rent,Bachelor,Widowed,13,0.16701677,154192.0,0.16895743,-0.0019406571440505893,0.2305800147981371
554,10555,419,0.51870198091437,42461,70,7,4,14948,12,11,Rent,High School,Widowed,4,0.0,44844.0,0.01121919,-0.011219190433621407,0.0
555,10556,600,0.2254703978711033,129173,30,7,4,4388,6,6,Mortgage,Masters,Widowed,12,0.0,35104.0,0.0026561413,-0.002656141296029091,0.0
556,10557,409,0.1783743279508,166116,45,9,17,11378,2,1,Own,Masters,Divorced,19,0.16950925,68268.0,0.1796337,-0.01012445680809021,0.23472343009238802
557,10558,342,0.3957078384024587,84621,21,7,8,11423,17,17,Own,High School,Widowed,2,0.15326166,205614.0,0.16690637,-0.013644711712684637,0.2081527440932933
558,10559,589,0.0706665152847044,138136,47,1,5,4641,4,6,Rent,Masters,Single,20,0.1652012,92820.0,0.16108729,0.004113910547447197,0.22757744740409314
559,10560,654,0.545530426244994,164434,38,3,6,6219,8,9,Rent,High School,Widowed,24,0.16486497,55971.0,0.16508555,-0.00022058412292480511,0.22702282707504207
560,10561,514,0.5480127700997192,87013,56,8,1,19233,0,18,Mortgage,Masters,Widowed,10,0.0,307728.0,0.0033279904,-0.0033279904164373875,0.0
561,10562,756,0.5065503740216921,41431,21,6,13,8177,6,5,Rent,Bachelor,Widowed,12,0.16695449,65416.0,0.154421,0.01253348832725526,0.23047680012104013
562,10563,776,0.1205269819884038,196194,19,0,16,9784,3,8,Mortgage,Masters,Single,9,0.15385109,117408.0,0.16124769,-0.007396595551643376,0.2090988375793096
563,10564,846,0.7948340304645334,168784,84,9,12,12484,10,1,Rent,Masters,Widowed,20,0.0,137324.0,0.0027789723,-0.002778972266241908,0.0
564,10565,610,0.0307987569665977,99531,20,3,5,18397,11,25,Own,High School,Widowed,21,0.15660584,202367.0,0.17169428,-0.01508843871704102,0.21353801643587386
565,10566,827,0.675497531820947,121376,49,2,9,19981,2,7,Own,Bachelor,Widowed,7,0.16627531,159848.0,0.1715704,-0.005295095364036551,0.22935221757676388
566,10567,513,0.1108475270909515,39412,46,5,2,19522,19,22,Rent,High School,Widowed,5,0.0,234264.0,0.013042475,-0.01304247509688139,0.0
567,10568,383,0.0353947763643234,195950,59,9,9,11432,15,5,Own,Bachelor,Widowed,4,0.16584861,114320.0,0.18292476,-0.017076152368202202,0.228646626723238
568,10569,795,0.3051574133412776,185612,25,4,1,6840,11,16,Mortgage,PhD,Widowed,0,0.0,13680.0,0.0052874126,-0.00528741255402565,0.0
569,10570,340,0.0643217953765915,130021,66,5,13,1542,13,16,Rent,Masters,Widowed,2,0.16534898,9252.0,0.17554623,-0.010197248885650628,0.22782135580448937
570,10571,454,0.0968964906609396,115564,65,4,10,10321,19,1,Rent,PhD,Widowed,22,0.15774848,206420.0,0.14871673,0.009031747140388485,0.2153878594365731
571,10572,527,0.4339670380950413,31698,31,1,10,9567,1,18,Mortgage,Masters,Widowed,28,0.16677913,172206.0,0.16324192,0.0035372071446228004,0.23018626441750067
572,10573,706,0.0610185524691601,121951,21,9,19,12524,10,0,Own,Masters,Divorced,22,0.15689388,175336.0,0.17207137,-0.015177487502212511,0.21400385754523998
573,10574,730,0.3306936041587797,125957,48,8,15,3534,15,4,Mortgage,High School,Widowed,9,0.0,14136.0,0.005897811,-0.005897811148315668,0.0
574,10575,793,0.0039014306400165,55108,20,7,2,7920,8,8,Rent,Masters,Widowed,11,0.0,150480.0,0.002460396,-0.0024603959172964096,0.0
575,10576,686,0.3412209631575041,133256,85,5,7,10995,7,0,Rent,High School,Widowed,6,0.0,208905.0,0.0026566263,-0.002656626282259822,0.0
576,10577,441,0.0817357349689327,72179,81,4,5,8372,10,2,Own,Masters,Widowed,29,0.16767627,33488.0,0.17334396,-0.005667686470489514,0.23167393112773563
577,10578,445,0.0591816075489166,133106,36,9,11,15758,4,29,Mortgage,High School,Married,0,0.15199599,220612.0,0.15618135,-0.004185360350379946,0.20612566266048654
578,10579,518,0.2947291317133894,147171,39,7,2,19706,10,19,Own,High School,Widowed,6,0.15450165,275884.0,0.16996409,-0.01546243998966218,0.21014458218635207
579,10580,681,0.0053833675301241,117986,62,9,6,15396,10,14,Rent,Masters,Single,4,0.1613833,107772.0,0.1547654,0.006617902689743049,0.2213058659575942
580,10581,773,0.6940694608273539,68421,51,8,6,19944,4,10,Mortgage,Masters,Widowed,20,0.0,418824.0,0.002589399,-0.0025893989950418472,0.0
581,10582,836,0.0711636263308441,68966,72,5,16,3871,3,14,Rent,Masters,Widowed,14,0.0,77420.0,0.0028239351,-0.0028239351231604815,0.0
582,10583,605,0.2607552145751436,143833,57,9,13,1581,5,28,Mortgage,High School,Widowed,21,0.15704513,25296.0,0.15863246,-0.0015873272563171337,0.21424859850444902
583,10584,615,0.373610929425387,140124,52,9,13,13489,14,15,Mortgage,High School,Divorced,4,0.15436225,202335.0,0.15425351,0.00010873737907410308,0.20992036779341977
584,10585,656,0.1767977257281238,60195,52,5,18,2900,13,6,Own,Masters,Widowed,28,0.16605353,14500.0,0.16941202,-0.003358486868591304,0.22898539219189942
585,10586,494,0.3890419651705215,116587,69,5,1,13841,4,3,Rent,High School,Widowed,27,0.0,27682.0,0.0058530653,-0.00585306528955698,0.0
586,10587,667,0.1913946339245955,142657,20,4,7,14115,9,29,Mortgage,High School,Widowed,10,0.0,197610.0,0.058170523,-0.05817052349448204,0.0
587,10588,342,0.1054784713284142,42003,40,9,18,12538,11,11,Mortgage,High School,Widowed,28,0.0,188070.0,0.011106977,-0.011106977239251137,0.0
588,10589,778,0.1443315945834843,24038,50,8,12,8502,4,13,Mortgage,Bachelor,Widowed,9,0.16370343,76518.0,0.018854247,0.14484918259387494,0.22511026740190979
589,10590,768,0.3395370107296782,183506,35,7,2,13233,19,9,Mortgage,Masters,Single,9,0.15677169,198495.0,0.16509706,-0.008325367819366464,0.21380620332825395
590,10591,591,0.2551236190817538,153525,36,6,14,11963,9,20,Rent,Masters,Single,13,0.16387272,59815.0,0.16615467,-0.002281947735099793,0.22538868484233643
591,10592,476,0.522878415196781,126302,45,7,2,5844,9,5,Mortgage,Masters,Married,13,0.16562063,17532.0,0.16720413,-0.0015834967156601043,0.22826993493379413
592,10593,373,0.0076191411055727,151744,29,4,11,15067,5,6,Mortgage,High School,Divorced,21,0.1678513,105469.0,0.17808704,-0.010235740781974784,0.23196454551932846
593,10594,682,0.6159132374710089,184394,51,4,16,12936,15,19,Rent,Masters,Widowed,9,0.16441356,142296.0,0.17368363,-0.009270068439903273,0.22627891615857232
594,10595,716,0.4040380962061326,32238,59,6,3,2253,14,12,Mortgage,Masters,Widowed,14,0.15596299,24783.0,0.15014811,0.005814881398429866,0.21249949513469799
595,10596,384,0.0682883542441419,170091,35,6,12,7889,17,3,Rent,Masters,Widowed,13,0.0,157780.0,0.02508943,-0.025089429691433907,0.0
596,10597,469,0.3406079265753132,20506,18,9,7,7474,10,9,Own,Masters,Widowed,17,0.0,142006.0,0.12802938,-0.12802937626838684,0.0
597,10598,740,0.1616064845279894,65728,86,2,10,11072,0,20,Mortgage,High School,Widowed,19,0.1537537,99648.0,0.02961065,0.124143049386096,0.2089424260998246
598,10599,808,0.9201651673755444,73483,85,6,8,19963,9,19,Rent,Masters,Widowed,15,0.16429734,79852.0,0.16518842,-0.0008910768386459489,0.22608751897475102
599,10600,663,0.4045052791216338,149432,24,7,11,17967,12,5,Mortgage,Masters,Widowed,25,0.0,359340.0,0.0030466241,-0.003046624129638076,0.0
600,10601,569,0.2050665381411165,148515,79,5,2,17060,16,5,Own,High School,Widowed,17,0.15877643,34120.0,0.168634,-0.009857567440338139,0.2170563224946253
601,10602,825,0.0118108928939217,156280,32,7,15,13898,2,5,Rent,Masters,Married,16,0.0,55592.0,0.007033458,-0.007033457979559898,0.0
602,10603,530,0.1588124170371238,181308,27,3,2,10827,2,2,Mortgage,PhD,Widowed,16,0.0,162405.0,0.0027359829,-0.002735982881858945,0.0
603,10604,342,0.5066580554219364,88205,76,9,0,18491,4,8,Mortgage,Masters,Married,4,0.16723138,314347.0,0.1777663,-0.010534913287277209,0.23093579943009876
604,10605,509,0.2990805894895557,66539,29,8,12,6581,8,16,Rent,High School,Widowed,4,0.0,92134.0,0.0027695901,-0.0027695901226252317,0.0
605,10606,369,0.4993985554940492,188224,29,9,6,4500,14,11,Mortgage,PhD,Widowed,16,0.16903839,27000.0,0.17346546,-0.004427070538864125,0.23393878388677897
606,10607,315,0.3282100007475051,93969,68,6,14,8463,8,3,Rent,Masters,Widowed,17,0.0,76167.0,0.0040406617,-0.004040661733597517,0.0
607,10608,816,0.0197014848141799,39420,39,4,0,14842,11,0,Mortgage,High School,Divorced,0,0.16501777,163262.0,0.15666677,0.008350999422569283,0.22727481936950913
608,10609,788,0.2642288684235537,155855,64,6,18,14029,18,28,Rent,PhD,Widowed,20,0.1680416,84174.0,0.16550602,0.002535579811668409,0.2322806524941631
609,10610,788,0.3270287441360874,112471,69,6,6,10722,9,13,Rent,Bachelor,Widowed,7,0.0,32166.0,0.016596422,-0.016596421599388123,0.0
610,10611,845,0.714521585883191,164712,74,4,8,14618,2,2,Mortgage,PhD,Widowed,26,0.15284024,58472.0,0.07393269,0.07890754759143828,0.2074771304057217
611,10612,468,0.1032055315585351,101774,54,8,0,18716,1,13,Mortgage,High School,Married,11,0.16679488,393036.0,0.17982328,-0.013028399380798333,0.23021235395192943
612,10613,520,0.6667586792842704,125328,35,9,12,4925,0,17,Mortgage,Masters,Widowed,2,0.0,64025.0,0.00300782,-0.0030078201089054346,0.0
613,10614,527,0.6261686101904994,32575,23,3,5,10828,4,19,Mortgage,Masters,Widowed,6,0.1586602,184076.0,0.15009318,0.008567017078590394,0.21686746544024185
614,10615,529,0.8869655201839232,125708,50,7,1,9580,3,29,Rent,Masters,Widowed,1,0.16988695,38320.0,0.1690057,0.0008812430936813442,0.23535347685474886
615,10616,607,0.7095966438958848,173714,42,8,18,18839,13,11,Mortgage,High School,Widowed,5,0.15949155,357941.0,0.16189328,-0.0024017283603668116,0.21821943907880997
616,10617,649,0.0576188726729181,121888,83,9,14,19149,11,25,Rent,High School,Widowed,2,0.0,76596.0,0.002398735,-0.002398734912276268,0.0
617,10618,830,0.761317553499829,144466,28,9,17,17307,4,4,Rent,Bachelor,Widowed,17,0.16250587,328833.0,0.1572347,0.005271171465988156,0.22314395266268908
618,10619,398,0.3074737861964793,177864,37,3,14,11634,8,15,Rent,Masters,Widowed,4,0.15075952,162876.0,0.16138752,-0.01062799804828643,0.2041511822422785
619,10620,668,0.877205144575648,54189,44,7,10,3396,13,16,Rent,High School,Widowed,1,0.1658814,30564.0,0.16623396,-0.0003525568138122437,0.2287008226408089
620,10621,685,0.395087663420662,25865,33,6,11,9522,8,10,Mortgage,Masters,Widowed,12,0.0,76176.0,0.0034464428,-0.00344644277356565,0.0
621,10622,503,0.9483870686517096,93798,49,5,9,18512,5,1,Mortgage,Masters,Widowed,12,0.0,222144.0,0.0056760465,-0.00567604647949338,0.0
622,10623,764,0.5986699874200088,166758,78,8,8,19049,5,16,Rent,Masters,Widowed,14,0.0,171441.0,0.0033248458,-0.0033248458057641983,0.0
623,10624,528,0.0259429065709437,189848,79,6,17,14300,1,24,Mortgage,High School,Widowed,19,0.16312622,228800.0,0.16250399,0.0006222324492645148,0.22416182402082194
624,10625,600,0.0190856821342679,69303,49,8,7,5005,9,15,Mortgage,High School,Divorced,7,0.0,75075.0,0.01658318,-0.01658318005502224,0.0
625,10626,464,0.2771867060818941,91026,21,7,4,2656,3,2,Own,High School,Widowed,25,0.15098421,23904.0,0.16467226,-0.013688045516052239,0.2045095551167548
626,10627,769,0.2884740817747869,105357,35,7,4,7610,7,17,Rent,Masters,Widowed,0,0.0,38050.0,0.0024635976,-0.002463597571477294,0.0
627,10628,418,0.7097840254285491,63408,37,9,4,10318,6,11,Rent,Masters,Divorced,17,0.16169114,175406.0,0.17706731,-0.015376169617996205,0.22180943071507092
628,10629,504,0.3739087235075334,153421,31,7,10,19792,2,16,Own,Bachelor,Widowed,9,0.16540089,395840.0,0.17297591,-0.007575022690162664,0.22790705288434832
629,10630,622,0.9685820001055014,139726,71,3,11,2082,5,5,Rent,High School,Widowed,2,0.1664233,16656.0,0.14494228,0.021481016369628902,0.22959710246219683
630,10631,519,0.0290373747489945,194773,37,6,3,8169,12,9,Mortgage,High School,Widowed,0,0.0,57183.0,0.0025621098,-0.002562109846621752,0.0
631,10632,398,0.2744164816294021,89223,64,8,7,7900,10,25,Rent,Masters,Widowed,14,0.16446978,150100.0,0.17012082,-0.00565104040309905,0.22637152130775115
632,10633,727,0.0140634270725178,167015,64,2,0,10068,12,0,Own,Masters,Widowed,5,0.0,20136.0,0.009327378,-0.009327378123998642,0.0
633,10634,785,0.3378701686134618,195998,67,7,19,19163,18,13,Mortgage,High School,Widowed,12,0.0,421586.0,0.11054226,-0.11054226011037827,0.0
634,10635,721,0.3114488018741568,40239,76,3,8,13631,10,1,Own,High School,Widowed,8,0.0,286251.0,0.0051455423,-0.005145542323589325,0.0
635,10636,670,0.1475815878572975,110988,53,9,6,15160,17,11,Mortgage,PhD,Widowed,13,0.0,227400.0,0.009798305,-0.009798305109143257,0.0
636,10637,416,0.1559491020034153,157220,62,9,12,18454,9,21,Mortgage,High School,Divorced,1,0.0,110724.0,0.0325297,-0.03252970054745674,0.0
637,10638,733,0.0982870031514119,150055,37,0,6,1489,2,19,Mortgage,Masters,Widowed,1,0.16247874,2978.0,0.15893725,0.0035414943926239117,0.22309947212563905
638,10639,773,0.6443132864672664,113750,29,9,0,17042,3,2,Own,Masters,Widowed,10,0.0,221546.0,0.0024067357,-0.002406735671684146,0.0
639,10640,724,0.2168815710983846,146037,66,7,19,12369,3,17,Rent,Bachelor,Widowed,3,0.0,210273.0,0.004809574,-0.004809574224054813,0.0
640,10641,477,0.1539546955000547,178178,48,6,11,5768,4,11,Rent,Masters,Married,15,0.16579877,40376.0,0.17496689,-0.00916811663959502,0.22856425841040776
641,10642,612,0.0822816477160028,101857,40,8,8,17016,19,19,Mortgage,Bachelor,Widowed,2,0.16518527,272256.0,0.17267758,-0.00749230654190064,0.22755116036344983
642,10643,359,0.6608261317678228,150435,56,7,1,10414,11,6,Rent,High School,Widowed,18,0.16403277,208280.0,0.1717728,-0.0077400229353714045,0.22565200970856217
643,10644,455,0.2861407448001924,93805,51,5,3,11280,7,4,Rent,Masters,Widowed,18,0.0,112800.0,0.00260402,-0.0026040200609713793,0.0
644,10645,589,0.2418249579325484,151242,53,5,0,8623,6,8,Rent,Masters,Widowed,24,0.0,146591.0,0.0029852407,-0.0029852406587451696,0.0
645,10646,329,0.1010613568488989,76441,40,0,17,4012,6,24,Rent,High School,Widowed,25,0.0,80240.0,0.0049916185,-0.004991618450731039,0.0
646,10647,379,0.1270587424864945,158763,36,9,3,19785,0,3,Mortgage,Masters,Married,3,0.0,217635.0,0.0025028442,-0.002502844203263521,0.0
647,10648,601,0.5557164300405801,79548,32,1,11,2152,6,7,Rent,High School,Widowed,2,0.15821493,19368.0,0.14167473,0.01654020279853821,0.21614444824971765
648,10649,748,0.4898334450210102,54234,82,6,16,9883,16,3,Rent,Masters,Widowed,12,0.0,79064.0,0.0038273789,-0.0038273788522928953,0.0
649,10650,604,0.5533492521173912,116614,45,8,7,6198,5,0,Rent,PhD,Widowed,23,0.0,117762.0,0.0070793675,-0.007079367525875568,0.0
650,10651,441,0.1696130096865926,96595,79,7,6,18297,12,1,Rent,Bachelor,Widowed,18,0.1539018,54891.0,0.1415163,0.012385501944351202,0.2091802937294985
651,10652,683,0.4621464365104998,121715,23,5,6,14330,2,0,Mortgage,PhD,Widowed,16,0.0,128970.0,0.0025903897,-0.0025903896894305944,0.0
652,10653,589,0.0849577421174381,27277,73,9,18,12894,6,14,Rent,Bachelor,Widowed,23,0.0,270774.0,0.0048382254,-0.004838225431740284,0.0
653,10654,692,0.3738001403494086,112344,50,1,11,7440,14,0,Rent,Masters,Widowed,6,0.0,22320.0,0.003371252,-0.003371251979842782,0.0
654,10655,375,0.6305637001270261,125203,68,7,1,9713,5,2,Mortgage,Masters,Divorced,3,0.0,97130.0,0.017810378,-0.017810378223657608,0.0
655,10656,656,0.3786651740748781,125634,58,2,18,19538,2,11,Rent,PhD,Widowed,2,0.1596319,195380.0,0.010421412,0.1492104879343748,0.2184479456085969
656,10657,578,0.6902748123403113,143583,25,9,4,7063,19,2,Own,Masters,Divorced,7,0.1694026,70630.0,0.18236212,-0.012959524323844923,0.2345456294469497
657,10658,302,0.2713853281932903,20895,76,6,5,9601,4,6,Mortgage,Masters,Widowed,19,0.0,76808.0,0.0094197905,-0.009419790469110012,0.0
658,10659,745,0.2586650565548513,172936,35,5,0,13216,6,17,Mortgage,PhD,Widowed,5,0.0,132160.0,0.002274684,-0.0022746839094907045,0.0
659,10660,843,0.2338747019424069,52769,81,9,3,10391,11,18,Own,High School,Widowed,5,0.0,135083.0,0.0031557684,-0.003155768383294344,0.0
660,10661,708,0.0093905937766968,37402,27,2,1,12032,4,5,Mortgage,PhD,Widowed,9,0.0,252672.0,0.0062751635,-0.006275163497775793,0.0
661,10662,523,0.0582336575065118,152323,51,7,9,14363,8,18,Rent,Bachelor,Widowed,10,0.15433975,86178.0,0.16447124,-0.010131488851547243,0.20988418516774318
662,10663,764,0.8393482259391396,196014,56,8,3,9087,9,11,Mortgage,PhD,Single,10,0.16454585,109044.0,0.1619071,0.0026387433620452816,0.22649684306433798
663,10664,691,0.0229761444053753,129155,40,1,8,6941,6,14,Rent,PhD,Widowed,5,0.0,124938.0,0.005524201,-0.005524200852960348,0.0
664,10665,720,0.0088181629181754,73494,69,6,5,7192,1,12,Rent,High School,Widowed,3,0.0,21576.0,0.0026374653,-0.002637465251609683,0.0
665,10666,843,0.1888636418187999,131389,24,7,8,7066,9,6,Rent,Bachelor,Widowed,21,0.0,98924.0,0.0084492415,-0.008449241518974304,0.0
666,10667,776,0.0707512971386312,40048,57,6,15,12813,0,4,Own,High School,Widowed,19,0.0,230634.0,0.0031046278,-0.0031046278309077024,0.0
667,10668,483,0.2913403588295939,54298,76,4,17,7044,3,27,Rent,High School,Widowed,5,0.0,133836.0,0.0034645903,-0.0034645902924239635,0.0
668,10669,306,0.7390904094865286,100415,21,8,4,1886,1,13,Mortgage,Masters,Married,25,0.16404957,5658.0,0.18649366,-0.022444094979934687,0.22567965602936527
669,10670,774,0.2297649515299537,157440,72,8,3,17422,3,2,Own,High School,Single,6,0.0,365862.0,0.0048136893,-0.004813689272850752,0.0
670,10671,792,0.5135980565630653,111594,37,0,13,17202,13,10,Rent,Masters,Widowed,0,0.0,137616.0,0.013234765,-0.013234765268862247,0.0
671,10672,810,0.0981645647554257,167295,39,7,17,17315,15,1,Rent,Bachelor,Widowed,7,0.0,86575.0,0.003589171,-0.0035891709849238396,0.0
672,10673,641,0.8570295737656556,96102,32,6,0,11715,12,17,Mortgage,High School,Widowed,3,0.0,152295.0,0.064426586,-0.06442658603191376,0.0
673,10674,688,0.445985042602455,71370,42,6,5,16266,9,27,Mortgage,High School,Divorced,7,0.16030914,146394.0,0.16544372,-0.005134578433380138,0.21955164666196303
674,10675,324,0.0944108023806076,56237,23,7,2,2924,1,14,Rent,High School,Divorced,14,0.15948834,8772.0,0.183817,-0.02432865919700622,0.2182142137088259
675,10676,378,0.2222721449711324,138037,37,8,18,14375,7,19,Mortgage,PhD,Widowed,23,0.16513619,215625.0,0.15410714,0.01102905148548125,0.22747017684237614
676,10677,452,0.6909803728696233,122078,59,7,2,9646,4,5,Mortgage,PhD,Widowed,0,0.0,106106.0,0.0026920484,-0.0026920484378933907,0.0
677,10678,778,0.8796637572226198,153702,31,9,2,2977,3,11,Rent,High School,Widowed,19,0.15423475,44655.0,0.16195409,-0.00771933999919891,0.20971535836924005
678,10679,429,0.1449757358266026,198625,84,7,17,14158,7,20,Rent,Masters,Divorced,1,0.16588832,297318.0,0.18648148,-0.02059315583007812,0.2287122606891201
679,10680,812,0.0537717739935078,196996,71,3,10,10680,10,27,Mortgage,High School,Widowed,0,0.0,149520.0,0.03431986,-0.034319858998060226,0.0
680,10681,536,0.082415561691246,89004,23,5,8,9538,7,9,Mortgage,Masters,Single,9,0.15094523,152608.0,0.14621584,0.004729388825874342,0.20444736974977484
681,10682,797,0.2528885613158466,119421,49,6,9,13287,7,3,Mortgage,High School,Widowed,2,0.0,172731.0,0.0022875918,-0.0022875918075442314,0.0
682,10683,717,0.8027659974178634,62840,29,1,3,1286,2,22,Rent,High School,Widowed,1,0.16352813,25720.0,0.16946992,-0.005941792780990607,0.22482208457290973
683,10684,827,0.0427554252162694,190383,85,9,16,17839,4,15,Rent,Bachelor,Widowed,10,0.0,356780.0,0.0025245915,-0.0025245915167033672,0.0
684,10685,611,0.0701777530213577,71903,28,2,0,6664,5,2,Rent,Masters,Single,28,0.16589056,113288.0,0.16445178,0.0014387820649719163,0.22871596321940682
685,10686,537,0.1718931896690695,23672,69,2,12,13248,18,4,Rent,High School,Widowed,18,0.0,66240.0,0.0033071514,-0.003307151375338435,0.0
686,10687,717,0.1950139762771677,142282,61,5,3,15257,5,29,Mortgage,High School,Widowed,13,0.0,320397.0,0.09065973,-0.0906597301363945,0.0
687,10688,636,0.2900672086169599,100929,55,4,11,8206,6,10,Rent,High School,Widowed,3,0.0,57442.0,0.0027287796,-0.0027287795674055815,0.0
688,10689,594,0.9762276680147371,190947,60,4,3,17377,3,3,Own,Masters,Divorced,1,0.16042092,225901.0,0.16121037,-0.0007894530440139824,0.21973398622557394
